10000; 0.000
 10000; 0.000
 20000; 0.000
 30000; 0.001
 40000; 0.001
 50000; 0.000
 60000; 0.001
 70000; 0.000
 80000; 0.001
 90000; 0.001
 100000; 0.001
 10000; 0.000
 10000; 0.000
 20000; 0.001
 30000; 0.000
 40000; 0.001
 50000; 0.002
 60000; 0.001
 70000; 0.000
 80000; 0.002
 90000; 0.002
 100000; 0.001
 10000; 0.000
 20000; 0.000
 30000; 0.000
 40000; 0.000
 50000; 0.001
 60000; 0.000
 70000; 0.001
 10000; 0.000
 10000; 0.000
 20000; 0.000
 30000; 0.000
 40000; 0.000
 50000; 0.000
 60000; 0.000
 70000; 0.000
 80000; 0.000
 90000; 0.000
 100000; 0.000
 
