10000; 0.381
 10000; 0.378
 20000; 1.549
 30000; 3.425
 40000; 6.091
 50000; 9.514
 60000; 13.661
 70000; 18.609
 80000; 24.258
 90000; 30.742
 100000; 38.414
 10000; 0.345
 10000; 0.392
 20000; 1.548
 30000; 3.466
 40000; 6.216
 50000; 9.650
 60000; 13.893
 70000; 18.999
 80000; 24.783
 90000; 31.293
 100000; 38.696
 10000; 0.391
 20000; 1.565
 30000; 3.495
 40000; 6.241
 50000; 9.800
 60000; 14.095
 70000; 19.117
 10000; 0.416
 10000; 0.417
 20000; 1.671
 30000; 3.777
 40000; 6.711
 50000; 10.578
 60000; 15.100
 70000; 16.912
 80000; 21.993
 90000; 27.955
 100000; 34.410
 
