10000; 0.289
 10000; 0.290
 20000; 1.157
 30000; 2.598
 40000; 4.633
 50000; 7.276
 60000; 10.400
 70000; 14.181
 80000; 18.488
 90000; 23.439
 100000; 29.279
 10000; 0.267
 10000; 0.300
 20000; 1.218
 30000; 2.669
 40000; 4.845
 50000; 7.470
 60000; 10.831
 70000; 14.732
 80000; 19.167
 90000; 24.172
 100000; 30.163
 10000; 0.299
 20000; 1.280
 30000; 2.691
 40000; 4.798
 50000; 7.518
 60000; 10.797
 70000; 14.855
 10000; 0.347
 10000; 0.317
 20000; 1.304
 30000; 2.893
 40000; 5.131
 50000; 8.073
 60000; 11.573
 70000; 12.957
 80000; 16.977
 90000; 21.627
 100000; 26.361
 
